Category,Word,Frequency
Structural,price,1
Structural,ordery,1
Structural,tri,3
Structural,direct,2
Structural,approach,6
Structural,unwrap,1
Structural,go,3
Structural,calcul,1
Structural,doabl,1
Structural,real,9
Structural,loop,1
Structural,know,1
Structural,r,3
Structural,nest,1
Structural,level,3
Structural,nasti,1
Structural,beforehand,1
Structural,either,2
Structural,awkward,1
Structural,imposs,2
Structural,notif,7
Structural,let,4
Structural,notifi,6
Structural,user,6
Structural,import,2
Structural,eventsth,1
Structural,version,1
Structural,base,4
Structural,field,1
Structural,constructor,2
Structural,singl,4
Structural,send,2
Structural,accept,1
Structural,messag,2
Structural,argument,1
Structural,list,1
Structural,email,2
Structural,pass,2
Structural,via,1
Structural,thirdparti,1
Structural,act,1
Structural,suppos,2
Structural,configur,1
Structural,someth,4
Structural,happenedat,1
Structural,realiz,1
Structural,expect,2
Structural,mani,2
Structural,like,7
Structural,receiv,1
Structural,sm,1
Structural,critic,1
Structural,issu,2
Structural,other,1
Structural,facebook,1
Structural,cours,1
Structural,corpor,1
Structural,love,1
Structural,get,1
Structural,slack,1
Structural,notificationshow,1
Structural,extend,5
Structural,addit,2
Structural,new,11
Structural,subclass,11
Structural,instanti,3
Structural,desir,3
Structural,notificationsbut,1
Structural,someon,1
Structural,reason,2
Structural,ask,1
Structural,“,1
Structural,whi,1
Structural,can,3
Structural,hous,1
Structural,fire,1
Structural,inform,1
Structural,everi,1
Structural,channel,1
Structural,”,1
Structural,y,1
Structural,address,1
Structural,special,2
Structural,combin,3
Structural,within,2
Structural,one,6
Structural,howev,3
Structural,becam,1
Structural,appar,1
Structural,bloat,1
Structural,immens,1
Structural,wellyou,1
Structural,find,1
Structural,way,2
Structural,structur,2
Structural,won,1
Structural,accident,1
Structural,break,2
Structural,guin,1
Structural,record,1
Structural,abstract,15
Structural,sound,1
Structural,scari,1
Structural,stay,1
Structural,calm,1
Structural,consid,1
Structural,examplesay,1
Structural,geometr,1
Structural,shape,5
Structural,pair,1
Structural,circl,1
Structural,squar,1
Structural,hierarchi,10
Structural,incorpor,1
Structural,color,4
Structural,plan,1
Structural,red,1
Structural,blue,1
Structural,sinc,1
Structural,alreadi,1
Structural,ll,1
Structural,four,3
Structural,bluecircl,1
Structural,redsquaread,1
Structural,grow,1
Structural,exponenti,2
Structural,add,3
Structural,triangl,1
Structural,introduc,1
Structural,ad,4
Structural,requir,2
Structural,three,2
Structural,wors,2
Structural,stock,2
Structural,market,1
Structural,monitor,1
Structural,download,1
Structural,multipl,3
Structural,sourc,2
Structural,xml,2
Structural,format,1
Structural,display,1
Structural,nicelook,1
Structural,chart,1
Structural,diagram,1
Structural,userat,1
Structural,improv,1
Structural,integr,1
Structural,smart,2
Structural,analyt,2
Structural,there,1
Structural,catch,1
Structural,json,1
Structural,formaty,1
Structural,chang,2
Structural,might,3
Structural,exist,4
Structural,reli,1
Structural,library,1
Structural,first,3
Structural,place,1
Structural,provid,7
Structural,surrog,2
Structural,placehold,1
Structural,anoth,3
Structural,itus,1
Structural,extra,1
Structural,indirect,1
Structural,support,4
Structural,distribut,1
Structural,intellig,2
Structural,accessadd,1
Structural,wrapper,3
Structural,deleg,2
Structural,protect,2
Structural,compon,11
Structural,undu,1
Structural,complexityy,1
Structural,resourcehungri,1
Structural,unless,1
Structural,request,5
Structural,clientdesign,1
Structural,proxi,3
Structural,rememb,1
Structural,ident,2
Structural,forward,2
Structural,instig,1
Structural,subsequ,2
Structural,simpli,1
Structural,encapsul,7
Structural,objectther,1
Structural,common,1
Structural,situat,1
Structural,applicablecount,1
Structural,refer,3
Structural,freed,1
Structural,automat,1
Structural,aka,1
Structural,pointerload,1
Structural,persist,1
Structural,memori,2
Structural,referencedcheck,1
Structural,lock,2
Structural,ensur,2
Structural,write,2
Structural,attributessepar,1
Structural,itencapsul,1
Structural,initializationprovid,1
Structural,final,3
Structural,constructora,1
Structural,expos,1
Structural,attribut,6
Structural,variabl,1
Structural,manipul,3
Structural,eg,3
Structural,construct,2
Structural,privat,2
Structural,design,10
Structural,prevent,1
Structural,undesir,1
Structural,manipulationa,1
Structural,onetim,2
Structural,mutabl,1
Structural,not,2
Structural,declar,1
Structural,allow,5
Structural,attributesth,1
Structural,motiv,1
Structural,come,1
Structural,goal,1
Structural,state,5
Structural,minim,1
Structural,visibl,1
Structural,datath,1
Structural,seek,1
Structural,reduc,3
Structural,exposur,1
Structural,limit,3
Structural,visibilityit,1
Structural,remov,1
Structural,privileg,1
Structural,intend,1
Structural,target,1
Structural,unifi,1
Structural,interfac,22
Structural,subsystem,7
Structural,facad,3
Structural,defin,5
Structural,higherlevel,1
Structural,easier,1
Structural,usewrap,1
Structural,complic,1
Structural,simpler,1
Structural,interfacea,1
Structural,segment,1
Structural,commun,1
Structural,simplifi,1
Structural,overal,1
Structural,function,3
Structural,complex,3
Structural,subsystemfacad,1
Structural,discuss,2
Structural,learn,1
Structural,curv,1
Structural,necessari,2
Structural,success,2
Structural,leverag,1
Structural,promot,1
Structural,decoupl,2
Structural,potenti,1
Structural,hand,1
Structural,flexibl,4
Structural,needth,1
Structural,fairli,1
Structural,advoc,1
Structural,facilit,1
Structural,allknow,1
Structural,oracl,1
Structural,god,1
Structural,share,6
Structural,larg,1
Structural,finegrain,1
Structural,efficientlyth,1
Structural,motif,2
Structural,gui,1
Structural,strategi,2
Structural,replac,2
Structural,heavyweight,1
Structural,widget,4
Structural,lightweight,2
Structural,gadgetsdesign,1
Structural,lowest,1
Structural,granular,2
Structural,optim,1
Structural,unaccept,1
Structural,expens,1
Structural,term,1
Structural,perform,1
Structural,usageth,1
Structural,flyweight,5
Structural,describ,1
Structural,fine,1
Structural,prohibit,1
Structural,cost,1
Structural,divid,1
Structural,statedepend,1
Structural,extrins,2
Structural,stateindepend,1
Structural,intrins,2
Structural,store,2
Structural,oper,2
Structural,invokedan,1
Structural,illustr,1
Structural,reengin,1
Structural,gadget,4
Structural,wherea,1
Structural,enough,1
Structural,stand,1
Structural,relationship,1
Structural,parent,1
Structural,layout,2
Structural,manag,6
Structural,contextdepend,1
Structural,event,1
Structural,handl,6
Structural,estat,1
Structural,servic,1
Structural,respons,3
Structural,contextindepend,1
Structural,behavior,3
Structural,compos,1
Structural,tree,1
Structural,wholepart,1
Structural,treat,2
Structural,individu,2
Structural,uniformlyrecurs,1
Structural,compositiondirectori,1
Structural,entri,1
Structural,directory1tomani,1
Structural,hierarchyappl,1
Structural,hierarch,1
Structural,collect,1
Structural,primit,5
Structural,process,3
Structural,differ,2
Structural,queri,1
Structural,attempt,1
Structural,desirabledefin,1
Structural,specifi,2
Structural,exercis,1
Structural,uniformli,2
Structural,across,1
Structural,childrenus,1
Structural,whenev,1
Structural,compositechild,1
Structural,addchild,1
Structural,removechild,1
Structural,normal,1
Structural,see,1
Structural,opinion,1
Structural,section,1
Structural,safeti,1
Structural,versu,1
Structural,transpar,1
Structural,attach,1
Structural,dynam,1
Structural,decor,5
Structural,altern,2
Structural,functionalityclientspecifi,1
Structural,embellish,1
Structural,recurs,2
Structural,itwrap,1
Structural,gift,1
Structural,boxyou,1
Structural,runtim,2
Structural,inherit,7
Structural,feasibl,1
Structural,static,1
Structural,appli,1
Structural,entir,2
Structural,classsuppos,1
Structural,toolkit,1
Structural,wish,1
Structural,border,1
Structural,scroll,1
Structural,bar,1
Structural,window,1
Structural,suggest,1
Structural,give,1
Structural,abil,1
Structural,whatev,1
Structural,desiredthi,1
Structural,achiev,1
Structural,follow,1
Structural,cascad,1
Structural,chain,1
Structural,togeth,2
Structural,produc,1
Structural,custom,1
Structural,look,2
Structural,solut,1
Structural,involv,1
Structural,origin,1
Structural,insid,3
Structural,unlimit,1
Structural,layer,2
Structural,objectnot,1
Structural,present,1
Structural,constant,1
Structural,specifiedalso,1
Structural,note,1
Structural,hidden,1
Structural,convert,1
Structural,adapt,4
Structural,couldnt,1
Structural,otherwis,1
Structural,incompat,1
Structural,interfaceswrap,1
Structural,interfaceimped,1
Structural,match,1
Structural,old,5
Structural,systeman,1
Structural,shelf,1
Structural,offer,1
Structural,compel,1
Structural,reus,2
Structural,view,3
Structural,compat,1
Structural,philosophi,1
Structural,architectur,1
Structural,current,1
Structural,developedreus,1
Structural,pain,1
Structural,elus,1
Structural,tribul,1
Structural,quit,1
Structural,right,1
Structural,physic,1
Structural,dimens,2
Structural,misalign,1
Structural,synchron,1
Structural,assumpt,1
Structural,compet,1
Structural,standardsit,1
Structural,insert,1
Structural,threeprong,1
Structural,electr,1
Structural,plug,1
Structural,twoprong,1
Structural,wall,1
Structural,outlet,1
Structural,–,2
Structural,kind,5
Structural,intermediari,2
Structural,translat,2
Structural,call,2
Structural,redirect,1
Structural,legaci,1
Structural,aggregationadapt,1
Structural,modifi,1
Structural,vari,1
Structural,independentlypublish,1
Structural,buri,1
Structural,hierarchybeyond,1
Structural,insulationharden,1
Structural,softwar,1
Structural,arteri,1
Structural,occur,1
Structural,compiletim,1
Structural,bind,2
Structural,independ,1
Structural,composedconsid,1
Structural,domain,1
Structural,thread,4
Structural,schedul,5
Structural,platform,4
Structural,given,1
Structural,permut,1
Structural,say,1
Structural,java,1
Structural,virtual,1
Structural,five,1
Structural,ten,1
Structural,scheme,1
Structural,platformsth,1
Structural,bridg,2
Structural,propos,1
Structural,refactor,1
Structural,orthogon,3
Structural,platformindepend,1
Structural,platformdepend,1
Structural,decompos,2
Structural,pointer,2
Structural,concret,1
Structural,interact,2
Structural,classth,1
Structural,known,1
Structural,bodi,3
Structural,safe,1
Structural,continu,1
Structural,evolv,1
Structural,runtimeus,1
Structural,whenyou,1
Structural,implementationy,1
Structural,prolifer,1
Structural,numer,1
Structural,implementationsy,1
Structural,among,1
Structural,objectsy,1
Structural,hierarchiesconsequ,1
Structural,includedecoupl,1
Structural,interfaceimprov,1
Structural,extens,1
Structural,ie,1
Structural,independentlyhid,1
Structural,clientsbridg,1
Structural,synonym,1
Structural,handlebodi,2
Structural,idiom,3
Structural,mechan,1
Structural,former,1
Structural,latter,1
Structural,done,1
Structural,reflect,1
Structural,count,1
Creational,singleton,10
Creational,pattern,6
Creational,solv,2
Creational,two,1
Creational,problem,4
Creational,time,5
Creational,violat,1
Creational,singl,5
Creational,respons,3
Creational,principlenowaday,1
Creational,becom,3
Creational,popular,2
Creational,peopl,1
Creational,may,2
Creational,call,5
Creational,someth,1
Creational,even,3
Creational,one,13
Creational,list,1
Creational,imagin,3
Creational,complex,6
Creational,object,49
Creational,requir,6
Creational,labori,1
Creational,stepbystep,1
Creational,initi,11
Creational,mani,4
Creational,field,3
Creational,nest,1
Creational,code,11
Creational,usual,1
Creational,buri,1
Creational,insid,2
Creational,monstrou,1
Creational,constructor,4
Creational,lot,2
Creational,paramet,7
Creational,wors,1
Creational,scatter,1
Creational,client,6
Creational,codefor,1
Creational,exampl,2
Creational,let,4
Creational,’,15
Creational,think,1
Creational,creat,25
Creational,hous,7
Creational,build,3
Creational,simpl,1
Creational,need,11
Creational,construct,7
Creational,four,1
Creational,wall,1
Creational,floor,1
Creational,instal,1
Creational,door,1
Creational,fit,1
Creational,pair,1
Creational,window,2
Creational,roof,1
Creational,want,5
Creational,bigger,1
Creational,brighter,1
Creational,backyard,1
Creational,goodi,1
Creational,like,2
Creational,heat,1
Creational,system,3
Creational,plumb,1
Creational,electr,1
Creational,wiringth,1
Creational,simplest,1
Creational,solut,1
Creational,extend,2
Creational,base,5
Creational,class,31
Creational,set,1
Creational,subclass,9
Creational,cover,1
Creational,combin,1
Creational,eventu,1
Creational,you,3
Creational,ll,1
Creational,end,2
Creational,consider,1
Creational,number,4
Creational,new,15
Creational,porch,1
Creational,style,1
Creational,grow,2
Creational,hierarchi,2
Creational,morethere,1
Creational,anoth,4
Creational,approach,4
Creational,doesn,2
Creational,t,4
Creational,involv,1
Creational,breed,1
Creational,giant,1
Creational,right,2
Creational,possibl,2
Creational,control,3
Creational,inde,1
Creational,elimin,1
Creational,problemin,1
Creational,case,2
Creational,unus,2
Creational,make,5
Creational,pretti,3
Creational,ugli,1
Creational,instanc,13
Creational,fraction,1
Creational,swim,2
Creational,pool,18
Creational,relat,3
Creational,useless,1
Creational,nine,1
Creational,ten,1
Creational,say,1
Creational,exact,1
Creational,copi,4
Creational,would,2
Creational,first,3
Creational,go,1
Creational,origin,1
Creational,valu,1
Creational,objectnic,1
Creational,there,2
Creational,catch,2
Creational,way,3
Creational,privat,2
Creational,visibl,1
Creational,outsid,1
Creational,itselfthere,1
Creational,direct,1
Creational,sinc,1
Creational,know,2
Creational,duplic,1
Creational,depend,6
Creational,extra,1
Creational,scare,1
Creational,sometim,1
Creational,interfac,4
Creational,follow,3
Creational,concret,6
Creational,method,10
Creational,accept,1
Creational,r,2
Creational,furnitur,3
Creational,shop,1
Creational,simul,1
Creational,consist,1
Creational,representy,1
Creational,individu,2
Creational,match,1
Creational,famili,7
Creational,custom,1
Creational,get,1
Creational,quit,1
Creational,mad,1
Creational,receiv,2
Creational,nonmatch,1
Creational,furniturealso,1
Creational,don,1
Creational,chang,5
Creational,exist,2
Creational,ad,2
Creational,product,8
Creational,program,1
Creational,vendor,1
Creational,updat,1
Creational,catalog,1
Creational,often,3
Creational,wouldn,1
Creational,core,1
Creational,happen,1
Creational,logist,2
Creational,manag,3
Creational,applic,7
Creational,version,1
Creational,app,5
Creational,handl,1
Creational,transport,4
Creational,truck,3
Creational,bulk,1
Creational,live,1
Creational,classaft,1
Creational,day,1
Creational,dozen,1
Creational,request,1
Creational,sea,2
Creational,compani,1
Creational,incorpor,1
Creational,appgreat,1
Creational,news,1
Creational,present,1
Creational,coupl,1
Creational,ship,1
Creational,entir,3
Creational,codebas,1
Creational,moreov,1
Creational,later,1
Creational,decid,2
Creational,add,1
Creational,type,2
Creational,probabl,1
Creational,againa,1
Creational,result,2
Creational,nasti,1
Creational,riddl,1
Creational,condit,1
Creational,switch,1
Creational,behavior,2
Creational,ensur,1
Creational,provid,8
Creational,global,3
Creational,point,1
Creational,access,8
Creational,itencapsul,1
Creational,justintim,1
Creational,useappl,1
Creational,addit,1
Creational,lazi,1
Creational,necessarymak,1
Creational,creation,6
Creational,enforc,1
Creational,declar,1
Creational,static,3
Creational,data,2
Creational,member,3
Creational,public,1
Creational,function,3
Creational,encapsul,4
Creational,instanceth,1
Creational,accessor,2
Creational,use,8
Creational,name,2
Creational,scope,1
Creational,resolut,1
Creational,oper,8
Creational,whenev,1
Creational,refer,2
Creational,requiredsingleton,1
Creational,consid,4
Creational,three,1
Creational,criteria,1
Creational,satisfiedownership,1
Creational,can,1
Creational,not,1
Creational,reason,1
Creational,assignedlazi,1
Creational,desirableglob,1
Creational,otherwis,2
Creational,forif,1
Creational,ownership,1
Creational,occur,1
Creational,issu,1
Creational,suffici,1
Creational,interestingth,1
Creational,support,3
Creational,applicationspecif,1
Creational,instancesth,2
Creational,desir,3
Creational,discuss,2
Creational,bookdelet,1
Creational,classinst,1
Creational,nontrivi,1
Creational,design,5
Creational,see,1
Creational,kill,1
Creational,john,1
Creational,vlissid,1
Creational,specifi,6
Creational,kind,1
Creational,prototyp,2
Creational,prototypecoopt,1
Creational,breeder,1
Creational,futur,1
Creational,harmfulappl,1
Creational,hard,1
Creational,wire,1
Creational,expressiondeclar,1
Creational,abstract,6
Creational,pure,2
Creational,virtual,3
Creational,clone,3
Creational,maintain,2
Creational,dictionari,1
Creational,cloneabl,1
Creational,deriv,3
Creational,polymorph,1
Creational,capabl,1
Creational,regist,1
Creational,implement,5
Creational,operationth,1
Creational,instead,2
Creational,write,1
Creational,invok,2
Creational,hardwir,1
Creational,suppli,2
Creational,string,1
Creational,enumer,1
Creational,particular,2
Creational,separ,1
Creational,represent,3
Creational,process,4
Creational,differ,2
Creational,representationspars,1
Creational,sever,1
Creational,targetsan,1
Creational,element,1
Creational,aggreg,2
Creational,specif,2
Creational,secondari,1
Creational,storag,1
Creational,built,1
Creational,primari,1
Creational,storagesepar,1
Creational,algorithm,3
Creational,interpret,2
Creational,ie,2
Creational,read,1
Creational,pars,1
Creational,store,1
Creational,persist,1
Creational,mechan,2
Creational,eg,2
Creational,rtf,1
Creational,file,1
Creational,repres,1
Creational,target,1
Creational,ascii,1
Creational,tex,1
Creational,text,1
Creational,widget,1
Creational,focusdistinct,1
Creational,aggregatesth,1
Creational,director,2
Creational,builder,3
Creational,servic,3
Creational,extern,1
Creational,format,1
Creational,part,1
Creational,intermedi,1
Creational,state,1
Creational,finish,1
Creational,retriev,1
Creational,builderafford,1
Creational,finer,1
Creational,unlik,1
Creational,shot,1
Creational,step,3
Creational,defin,2
Creational,instanti,10
Creational,factori,8
Creational,defer,1
Creational,subclassesdefin,1
Creational,constructorth,1
Creational,harmfula,1
Creational,framework,3
Creational,standard,3
Creational,architectur,2
Creational,model,1
Creational,rang,1
Creational,allow,1
Creational,domain,1
Creational,instantiationfactori,1
Creational,templat,1
Creational,superclass,1
Creational,gener,2
Creational,placehold,1
Creational,deleg,1
Creational,detail,1
Creational,clientfactori,1
Creational,customiz,1
Creational,littl,1
Creational,complic,1
Creational,wherea,1
Creational,operationpeopl,1
Creational,isnt,1
Creational,necessari,1
Creational,that,1
Creational,never,2
Creational,take,1
Creational,place,1
Creational,easili,1
Creational,overrid,1
Creational,operationfactori,1
Creational,similar,1
Creational,without,3
Creational,emphasi,1
Creational,familiesfactori,1
Creational,routin,2
Creational,user,1
Creational,offer,1
Creational,signific,1
Creational,perform,1
Creational,boost,1
Creational,effect,1
Creational,situat,1
Creational,cost,1
Creational,high,2
Creational,rate,1
Creational,low,1
Creational,known,1
Creational,resourc,1
Creational,cach,1
Creational,avoid,1
Creational,simpli,2
Creational,ask,2
Creational,alreadi,1
Creational,empti,1
Creational,restrict,1
Creational,createdit,1
Creational,keep,1
Creational,reusabl,2
Creational,current,2
Creational,coher,1
Creational,polici,1
Creational,achiev,1
Creational,classth,1
Creational,other,1
Creational,check,1
Creational,longer,1
Creational,return,1
Creational,order,1
Creational,reus,1
Creational,howev,1
Creational,dont,1
Creational,wait,1
Creational,releas,1
Creational,also,2
Creational,must,1
Creational,facil,1
Creational,clean,1
Creational,period,1
Creational,classesa,1
Creational,platform,6
Creational,suit,1
Creational,productsth,1
Creational,harmfulif,1
Creational,portabl,1
Creational,might,1
Creational,includ,1
Creational,databas,1
Creational,etc,1
Creational,engin,1
Creational,advanc,1
Creational,ifdef,1
Creational,statement,1
Creational,option,1
Creational,begin,1
Creational,procreat,1
Creational,rabbit,1
Creational,throughout,1
Creational,codeprovid,1
Creational,level,1
Creational,indirect,1
Creational,directli,2
Creational,themthi,1
Creational,exchang,1
Creational,easi,1
Creational,appear,1
Creational,wholesal,1
Creational,replac,1
Creational,factorybecaus,1
Creational,pervas,1
